horodatage,nouveau_nom,classe_cible,dataset_source,nom_original,chemin_original
2026-08-18T01:05:26,client4_malignant_0011.jpg,Malignant,Mendeley-LungData,Malignant_Lung_108.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_108.jpg
2026-08-18T01:05:26,client4_malignant_0012.jpg,Malignant,Mendeley-LungData,Malignant_Lung_109.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_109.jpg
2026-08-18T01:05:26,client4_malignant_0013.jpg,Malignant,Mendeley-LungData,Malignant_Lung_11.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_11.jpg
2026-08-18T01:05:26,client4_malignant_0014.jpg,Malignant,Mendeley-LungData,Malignant_Lung_110.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_110.jpg
2026-08-18T01:05:26,client4_malignant_0015.jpg,Malignant,Mendeley-LungData,Malignant_Lung_111.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_111.jpg
2026-08-18T01:05:26,client4_malignant_0016.jpg,Malignant,Mendeley-LungData,Malignant_Lung_112.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_112.jpg
2026-08-18T01:05:26,client4_malignant_0017.jpg,Malignant,Mendeley-LungData,Malignant_Lung_113.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_113.jpg
2026-08-18T01:05:26,client4_malignant_0018.jpg,Malignant,Mendeley-LungData,Malignant_Lung_114.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_114.jpg
2026-08-18T01:05:26,client4_malignant_0019.jpg,Malignant,Mendeley-LungData,Malignant_Lung_115.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_115.jpg
2026-08-18T01:05:26,client4_malignant_0020.jpg,Malignant,Mendeley-LungData,Malignant_Lung_116.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_116.jpg
2026-08-18T01:05:26,client4_malignant_0021.jpg,Malignant,Mendeley-LungData,Malignant_Lung_117.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_117.jpg
2026-08-18T01:05:26,client4_malignant_0022.jpg,Malignant,Mendeley-LungData,Malignant_Lung_118.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_118.jpg
2026-08-18T01:05:26,client4_malignant_0023.jpg,Malignant,Mendeley-LungData,Malignant_Lung_119.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_119.jpg
2026-08-18T01:05:26,client4_malignant_0024.jpg,Malignant,Mendeley-LungData,Malignant_Lung_12.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_12.jpg
2026-08-18T01:05:26,client4_malignant_0025.jpg,Malignant,Mendeley-LungData,Malignant_Lung_120.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_120.jpg
2026-08-18T01:05:26,client4_malignant_0026.jpg,Malignant,Mendeley-LungData,Malignant_Lung_121.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_121.jpg
2026-08-18T01:05:26,client4_malignant_0027.jpg,Malignant,Mendeley-LungData,Malignant_Lung_122.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_122.jpg
2026-08-18T01:05:26,client4_malignant_0028.jpg,Malignant,Mendeley-LungData,Malignant_Lung_123.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_123.jpg
2026-08-18T01:05:26,client4_malignant_0029.jpg,Malignant,Mendeley-LungData,Malignant_Lung_124.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_124.jpg
2026-08-18T01:05:26,client4_malignant_0030.jpg,Malignant,Mendeley-LungData,Malignant_Lung_125.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_125.jpg
2026-08-18T01:05:26,client4_malignant_0031.jpg,Malignant,Mendeley-LungData,Malignant_Lung_126.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_126.jpg
2026-08-18T01:05:26,client4_malignant_0032.jpg,Malignant,Mendeley-LungData,Malignant_Lung_127.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_127.jpg
2026-08-18T01:05:26,client4_malignant_0033.jpg,Malignant,Mendeley-LungData,Malignant_Lung_128.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_128.jpg
2026-08-18T01:05:26,client4_malignant_0034.jpg,Malignant,Mendeley-LungData,Malignant_Lung_129.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_129.jpg
2026-08-18T01:05:26,client4_malignant_0035.jpg,Malignant,Mendeley-LungData,Malignant_Lung_13.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_13.jpg
2026-08-18T01:05:26,client4_malignant_0036.jpg,Malignant,Mendeley-LungData,Malignant_Lung_130.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_130.jpg
2026-08-18T01:05:26,client4_malignant_0037.jpg,Malignant,Mendeley-LungData,Malignant_Lung_131.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_131.jpg
2026-08-18T01:05:26,client4_malignant_0038.jpg,Malignant,Mendeley-LungData,Malignant_Lung_132.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_132.jpg
2026-08-18T01:05:26,client4_malignant_0039.jpg,Malignant,Mendeley-LungData,Malignant_Lung_133.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_133.jpg
2026-08-18T01:05:26,client4_malignant_0040.jpg,Malignant,Mendeley-LungData,Malignant_Lung_134.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_134.jpg
2026-08-18T01:05:26,client4_malignant_0041.jpg,Malignant,Mendeley-LungData,Malignant_Lung_135.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_135.jpg
2026-08-18T01:05:26,client4_malignant_0042.jpg,Malignant,Mendeley-LungData,Malignant_Lung_136.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_136.jpg
2026-08-18T01:05:26,client4_malignant_0043.jpg,Malignant,Mendeley-LungData,Malignant_Lung_137.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_137.jpg
2026-08-18T01:05:26,client4_malignant_0044.jpg,Malignant,Mendeley-LungData,Malignant_Lung_138.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_138.jpg
2026-08-18T01:05:26,client4_malignant_0045.jpg,Malignant,Mendeley-LungData,Malignant_Lung_139.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_139.jpg
2026-08-18T01:05:26,client4_malignant_0046.jpg,Malignant,Mendeley-LungData,Malignant_Lung_14.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_14.jpg
2026-08-18T01:05:26,client4_malignant_0047.jpg,Malignant,Mendeley-LungData,Malignant_Lung_140.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_140.jpg
2026-08-18T01:05:26,client4_malignant_0048.jpg,Malignant,Mendeley-LungData,Malignant_Lung_141.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_141.jpg
2026-08-18T01:05:26,client4_malignant_0049.jpg,Malignant,Mendeley-LungData,Malignant_Lung_142.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_142.jpg
2026-08-18T01:05:26,client4_malignant_0050.jpg,Malignant,Mendeley-LungData,Malignant_Lung_143.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_143.jpg
2026-08-18T01:05:26,client4_malignant_0051.jpg,Malignant,Mendeley-LungData,Malignant_Lung_144.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_144.jpg
2026-08-18T01:05:26,client4_malignant_0052.jpg,Malignant,Mendeley-LungData,Malignant_Lung_145.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_145.jpg
2026-08-18T01:05:26,client4_malignant_0053.jpg,Malignant,Mendeley-LungData,Malignant_Lung_146.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_146.jpg
2026-08-18T01:05:26,client4_malignant_0054.jpg,Malignant,Mendeley-LungData,Malignant_Lung_147.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_147.jpg
2026-08-18T01:05:26,client4_malignant_0055.jpg,Malignant,Mendeley-LungData,Malignant_Lung_148.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_148.jpg
2026-08-18T01:05:26,client4_malignant_0056.jpg,Malignant,Mendeley-LungData,Malignant_Lung_149.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_149.jpg
2026-08-18T01:05:26,client4_malignant_0057.jpg,Malignant,Mendeley-LungData,Malignant_Lung_15.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_15.jpg
2026-08-18T01:05:26,client4_malignant_0058.jpg,Malignant,Mendeley-LungData,Malignant_Lung_150.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_150.jpg
2026-08-18T01:05:26,client4_malignant_0059.jpg,Malignant,Mendeley-LungData,Malignant_Lung_151.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_151.jpg
2026-08-18T01:05:26,client4_malignant_0060.jpg,Malignant,Mendeley-LungData,Malignant_Lung_152.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_152.jpg
2026-08-18T01:05:26,client4_malignant_0061.jpg,Malignant,Mendeley-LungData,Malignant_Lung_153.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_153.jpg
2026-08-18T01:05:26,client4_malignant_0062.jpg,Malignant,Mendeley-LungData,Malignant_Lung_154.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_154.jpg
2026-08-18T01:05:26,client4_malignant_0063.jpg,Malignant,Mendeley-LungData,Malignant_Lung_155.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_155.jpg
2026-08-18T01:05:26,client4_malignant_0064.jpg,Malignant,Mendeley-LungData,Malignant_Lung_156.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_156.jpg
2026-08-18T01:05:26,client4_malignant_0065.jpg,Malignant,Mendeley-LungData,Malignant_Lung_157.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_157.jpg
2026-08-18T01:05:26,client4_malignant_0066.jpg,Malignant,Mendeley-LungData,Malignant_Lung_158.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_158.jpg
2026-08-18T01:05:26,client4_malignant_0067.jpg,Malignant,Mendeley-LungData,Malignant_Lung_159.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_159.jpg
2026-08-18T01:05:26,client4_malignant_0068.jpg,Malignant,Mendeley-LungData,Malignant_Lung_16.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_16.jpg
2026-08-18T01:05:26,client4_malignant_0069.jpg,Malignant,Mendeley-LungData,Malignant_Lung_160.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_160.jpg
2026-08-18T01:05:26,client4_malignant_0070.jpg,Malignant,Mendeley-LungData,Malignant_Lung_161.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_161.jpg
2026-08-18T01:05:26,client4_malignant_0071.jpg,Malignant,Mendeley-LungData,Malignant_Lung_162.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_162.jpg
2026-08-18T01:05:26,client4_malignant_0072.jpg,Malignant,Mendeley-LungData,Malignant_Lung_163.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_163.jpg
2026-08-18T01:05:26,client4_malignant_0073.jpg,Malignant,Mendeley-LungData,Malignant_Lung_164.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_164.jpg
2026-08-18T01:05:26,client4_malignant_0074.jpg,Malignant,Mendeley-LungData,Malignant_Lung_165.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_165.jpg
2026-08-18T01:05:26,client4_malignant_0075.jpg,Malignant,Mendeley-LungData,Malignant_Lung_166.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_166.jpg
2026-08-18T01:05:26,client4_malignant_0076.jpg,Malignant,Mendeley-LungData,Malignant_Lung_167.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_167.jpg
2026-08-18T01:05:26,client4_malignant_0077.jpg,Malignant,Mendeley-LungData,Malignant_Lung_168.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_168.jpg
2026-08-18T01:05:26,client4_malignant_0078.jpg,Malignant,Mendeley-LungData,Malignant_Lung_169.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_169.jpg
2026-08-18T01:05:26,client4_malignant_0079.jpg,Malignant,Mendeley-LungData,Malignant_Lung_17.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_17.jpg
2026-08-18T01:05:26,client4_malignant_0080.jpg,Malignant,Mendeley-LungData,Malignant_Lung_170.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_170.jpg
2026-08-18T01:05:26,client4_malignant_0081.jpg,Malignant,Mendeley-LungData,Malignant_Lung_171.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_171.jpg
2026-08-18T01:05:26,client4_malignant_0082.jpg,Malignant,Mendeley-LungData,Malignant_Lung_172.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_172.jpg
2026-08-18T01:05:26,client4_malignant_0083.jpg,Malignant,Mendeley-LungData,Malignant_Lung_173.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_173.jpg
2026-08-18T01:05:26,client4_malignant_0084.jpg,Malignant,Mendeley-LungData,Malignant_Lung_174.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_174.jpg
2026-08-18T01:05:26,client4_malignant_0085.jpg,Malignant,Mendeley-LungData,Malignant_Lung_175.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_175.jpg
2026-08-18T01:05:26,client4_malignant_0086.jpg,Malignant,Mendeley-LungData,Malignant_Lung_176.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_176.jpg
2026-08-18T01:05:26,client4_malignant_0087.jpg,Malignant,Mendeley-LungData,Malignant_Lung_177.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_177.jpg
2026-08-18T01:05:26,client4_malignant_0088.jpg,Malignant,Mendeley-LungData,Malignant_Lung_178.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_178.jpg
2026-08-18T01:05:26,client4_malignant_0089.jpg,Malignant,Mendeley-LungData,Malignant_Lung_179.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_179.jpg
2026-08-18T01:05:26,client4_malignant_0090.jpg,Malignant,Mendeley-LungData,Malignant_Lung_18.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_18.jpg
2026-08-18T01:05:26,client4_malignant_0091.jpg,Malignant,Mendeley-LungData,Malignant_Lung_180.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_180.jpg
2026-08-18T01:05:26,client4_malignant_0092.jpg,Malignant,Mendeley-LungData,Malignant_Lung_181.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_181.jpg
2026-08-18T01:05:26,client4_malignant_0093.jpg,Malignant,Mendeley-LungData,Malignant_Lung_182.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_182.jpg
2026-08-18T01:05:26,client4_malignant_0094.jpg,Malignant,Mendeley-LungData,Malignant_Lung_183.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_183.jpg
2026-08-18T01:05:26,client4_malignant_0095.jpg,Malignant,Mendeley-LungData,Malignant_Lung_184.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_184.jpg
2026-08-18T01:05:26,client4_malignant_0096.jpg,Malignant,Mendeley-LungData,Malignant_Lung_185.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_185.jpg
2026-08-18T01:05:26,client4_malignant_0097.jpg,Malignant,Mendeley-LungData,Malignant_Lung_186.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_186.jpg
2026-08-18T01:05:26,client4_malignant_0098.jpg,Malignant,Mendeley-LungData,Malignant_Lung_187.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_187.jpg
2026-08-18T01:05:26,client4_malignant_0099.jpg,Malignant,Mendeley-LungData,Malignant_Lung_188.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_188.jpg
2026-08-18T01:05:26,client4_malignant_0100.jpg,Malignant,Mendeley-LungData,Malignant_Lung_189.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_189.jpg
2026-08-18T01:05:26,client4_malignant_0101.jpg,Malignant,Mendeley-LungData,Malignant_Lung_19.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_19.jpg
2026-08-18T01:05:26,client4_malignant_0102.jpg,Malignant,Mendeley-LungData,Malignant_Lung_190.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_190.jpg
2026-08-18T01:05:26,client4_malignant_0103.jpg,Malignant,Mendeley-LungData,Malignant_Lung_191.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_191.jpg
2026-08-18T01:05:26,client4_malignant_0104.jpg,Malignant,Mendeley-LungData,Malignant_Lung_192.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_192.jpg
2026-08-18T01:05:26,client4_malignant_0105.jpg,Malignant,Mendeley-LungData,Malignant_Lung_193.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_193.jpg
2026-08-18T01:05:26,client4_malignant_0106.jpg,Malignant,Mendeley-LungData,Malignant_Lung_194.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_194.jpg
2026-08-18T01:05:26,client4_malignant_0107.jpg,Malignant,Mendeley-LungData,Malignant_Lung_195.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_195.jpg
2026-08-18T01:05:26,client4_malignant_0108.jpg,Malignant,Mendeley-LungData,Malignant_Lung_196.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_196.jpg
2026-08-18T01:05:26,client4_malignant_0109.jpg,Malignant,Mendeley-LungData,Malignant_Lung_197.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_197.jpg
2026-08-18T01:05:26,client4_malignant_0110.jpg,Malignant,Mendeley-LungData,Malignant_Lung_198.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_198.jpg
2026-08-18T01:05:26,client4_malignant_0111.jpg,Malignant,Mendeley-LungData,Malignant_Lung_199.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_199.jpg
2026-08-18T01:05:26,client4_malignant_0112.jpg,Malignant,Mendeley-LungData,Malignant_Lung_2.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_2.jpg
2026-08-18T01:05:26,client4_malignant_0113.jpg,Malignant,Mendeley-LungData,Malignant_Lung_20.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_20.jpg
2026-08-18T01:05:26,client4_malignant_0114.jpg,Malignant,Mendeley-LungData,Malignant_Lung_200.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_200.jpg
2026-08-18T01:05:26,client4_malignant_0115.jpg,Malignant,Mendeley-LungData,Malignant_Lung_201.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_201.jpg
2026-08-18T01:05:26,client4_malignant_0116.jpg,Malignant,Mendeley-LungData,Malignant_Lung_202.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_202.jpg
2026-08-18T01:05:26,client4_malignant_0117.jpg,Malignant,Mendeley-LungData,Malignant_Lung_203.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_203.jpg
2026-08-18T01:05:26,client4_malignant_0118.jpg,Malignant,Mendeley-LungData,Malignant_Lung_204.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_204.jpg
2026-08-18T01:05:26,client4_malignant_0119.jpg,Malignant,Mendeley-LungData,Malignant_Lung_205.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_205.jpg
2026-08-18T01:05:26,client4_malignant_0120.jpg,Malignant,Mendeley-LungData,Malignant_Lung_206.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_206.jpg
2026-08-18T01:05:26,client4_malignant_0121.jpg,Malignant,Mendeley-LungData,Malignant_Lung_207.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_207.jpg
2026-08-18T01:05:26,client4_malignant_0122.jpg,Malignant,Mendeley-LungData,Malignant_Lung_208.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_208.jpg
2026-08-18T01:05:26,client4_malignant_0123.jpg,Malignant,Mendeley-LungData,Malignant_Lung_209.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_209.jpg
2026-08-18T01:05:26,client4_malignant_0124.jpg,Malignant,Mendeley-LungData,Malignant_Lung_21.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_21.jpg
2026-08-18T01:05:26,client4_malignant_0125.jpg,Malignant,Mendeley-LungData,Malignant_Lung_210.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_210.jpg
2026-08-18T01:05:26,client4_malignant_0126.jpg,Malignant,Mendeley-LungData,Malignant_Lung_211.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_211.jpg
2026-08-18T01:05:26,client4_malignant_0127.jpg,Malignant,Mendeley-LungData,Malignant_Lung_212.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_212.jpg
2026-08-18T01:05:26,client4_malignant_0128.jpg,Malignant,Mendeley-LungData,Malignant_Lung_213.jpg,C:\xampp\htdocs\pulmocare\ai_model\LungData\Client4\Malignant\Malignant_Lung_213.jpg
